Rank,Name,Genre,Publisher
14472,Lords of the Fallen,Role-Playing,Square Enix
14473,Great Edo Blacksmith,Adventure,Nippon Ichi Software
14474,Armored Core SL: Silent Line Portable,Simulation,From Software
14475,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,Misc,Namco Bandai Games
14476,Combat Elite: WWII Paratroopers,Shooter,Unknown
14477,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,Adventure,Marvelous Interactive
14478,Lethal Enforcers I & II,Shooter,Konami Digital Entertainment
14479,Klonoa 2: Dream Champ Tournament,Platform,Namco Bandai Games
14480,Shantae and the Pirate's Curse,Platform,Intergrow
14481,Minna no Golf Jou Vol.1,Sports,Sony Computer Entertainment
14482,The Peanuts Movie: Snoopy's Grand Adventure,Action,Activision
14483,Resident Evil 4,Action,Ubisoft
14484,Power Rangers Super Megaforce,Action,Namco Bandai Games
14485,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,Activision
14486,Cabela's Big Game Hunter: Pro Hunts,Shooter,Activision
14487,Super Collapse! II,Puzzle,Majesco Entertainment
14488,Ducati World Racing Challenge,Racing,Acclaim Entertainment
14489,Pop'n Music 14 Fever!,Misc,Konami Digital Entertainment
14490,Golden Nugget Casino / Texas Hold 'Em Double Pack,Misc,Majesco Entertainment
14491,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,Role-Playing,Gust
14492,Lux-Pain (JP sales),Adventure,Rising Star Games
14493,Smashing Drive,Racing,Zoo Digital Publishing
14494,Senko no Ronde DUO,Fighting,G.Rev
14495,Starshot: Space Circus Fever,Platform,Infogrames
14496,Charlie Blasts Territory,Action,Kemco
14497,Big Mountain 2000,Sports,Imagineer
14498,Tokimeki Memorial Girl's Side 1st Love Plus,Adventure,Konami Digital Entertainment
14499,CIMA: The Enemy,Role-Playing,Marvelous Interactive
14500,N+,Platform,Atari
14501,Katekyoo Hitman Reborn! Kizuna no Tag Battle,Fighting,Marvelous Interactive
14502,Code Geass: Hangyaku no Lelouch,Action,Namco Bandai Games
14503,GTR Evolution,Racing,Atari
14504,Hudson x GReeeeN Live!? DeeeeS!?,Misc,Hudson Soft
14505,Daibakushou: Jinsei Gekijou,Misc,Taito
14506,Marble Madness / Klax,Puzzle,Zoo Digital Publishing
14507,Downstream Panic!,Action,Atari
14508,DJ Max Portable 3,Misc,CyberFront
14509,Suzumiya Haruhi no Chokuretsu,Adventure,Sega
14510,SimCity,Simulation,Maxis
14511,The Idolmaster: Gravure For You! Vol. 5,Misc,Namco Bandai Games
14512,S.Y.K Renshouden,Adventure,Idea Factory
14513,Casino Chaos With Las Vegas Players Collection,Misc,THQ
14514,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,Adventure,Idea Factory
14515,Konpeki no Kantai,Strategy,Angel Studios
14516,D.C.I.F.: Da Capo Innocent Finale,Adventure,Sweets
14517,Galaxy Angel II: Mugen Kairou no Kagi,Strategy,Broccoli
14518,Nectaris: Military Madness,Strategy,Hudson Soft
14519,Doom 3 BFG Edition,Shooter,Bethesda Softworks
14520,Tenka-bito,Strategy,Sega
14521,BRAHMA Force: The Assault on Beltlogger 9,Shooter,JVC
14522,Petz: Dolphinz Encounter,Simulation,Ubisoft
14523,Star Trek: Tactical Assault,Strategy,Ubisoft
14524,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,Action,Takara Tomy
14525,Samurai Spirits: Tenkaichi Kenkakuden,Fighting,Unknown
14526,Robo Pit,Fighting,Kokopeli Digital Studios
14527,Emily Archer and the Curse of Tutankhamun,Adventure,Mastertronic
14528,Story Hour: Adventures,Adventure,Zoo Digital Publishing
14529,Braid,Platform,Number None
14530,Muv-Luv Alternative: Total Eclipse,Simulation,5pb
14531,R-Type III: The Third Lightning,Shooter,Zoo Digital Publishing
14532,Star Wars: The Force Unleashed II,Action,LucasArts
14533,Need for Speed (2015),Racing,Electronic Arts
14534,Hakuouki,Adventure,Idea Factory
14535,"Princess Natasha: Student, Secret Agent, Princess",Action,Zoo Digital Publishing
14536,Atomic Betty,Puzzle,Atari
14537,Monster Hunter Frontier Online: Season 10,Role-Playing,Capcom
14538,Robin Hood: Defender of the Crown,Strategy,Capcom
14539,Street Jam Basketball,Sports,Zoo Digital Publishing
14540,Master of Monsters: Disciples of Gaia,Strategy,Agetec
14541,Armored Core: Last Raven Portable,Simulation,From Software
14542,SD Gundam: Gashapon Wars,Strategy,Namco Bandai Games
14543,Commander: Conquest of the Americas,Strategy,Paradox Interactive
14544,Curious George,Action,Namco Bandai Games
14545,Disney's Aladdin,Platform,Capcom
14546,Royal Palace of White Sword and The City of Gentiles,Role-Playing,Take-Two Interactive
14547,Virtual Pool: Tournament Edition,Sports,Global Star
14548,Kung Fu Panda: Showdown of Legendary Legends,Action,Little Orbit
14549,Nippon no Asoko de,Misc,Sony Computer Entertainment
14550,007: Quantum of Solace,Action,Activision
14551,MapleStory DS,Role-Playing,Nexon
14552,Phantasy Star Online 2: Episode 3 Deluxe Package,Action,Sega
14553,Pimp My Ride: Street Racing,Racing,Activision
14554,Let's Dance with Mel B,Sports,Black Bean Games
14555,Popeye: Rush for Spinach,Platform,Atari
14556,Culdcept,Strategy,Sega
14557,Beyblade Evolution,Action,Rising Star Games
14558,Pro Cycling Manager 2016,Sports,Focus Home Interactive
14559,Blue Breaker: Ken Yorimo Hohoemi o,Role-Playing,NEC
14560,BeatMania IIDX 15: DJ Troopers,Simulation,Konami Digital Entertainment
14561,Heathcliff! The Fast and the Furriest,Racing,Storm City Games
14562,Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,Role-Playing,Compile Heart
14563,Planet of the Apes,Action,Ubisoft
14564,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,Misc,Unknown
14565,Worms,Strategy,Sony Computer Entertainment
14566,Drake & Josh: Talent Showdown,Adventure,THQ
14567,Real World Golf,Sports,Mad Catz
14568,Winx Club: Rockstars,Adventure,Namco Bandai Games
14569,Hissatsu Pachinko Collection 3,Misc,Sunsoft
14570,Oumagatoki: Kaidan Romance,Action,Quinrose
14571,Jack Keane,Adventure,Kalypso Media
14572,World of Zoo,Simulation,THQ
14573,Kung Fu Panda: Legendary Warriors,Action,Activision
14574,Mahjong Kakutou Club: Zenkoku Taisenban,Misc,Konami Digital Entertainment
14575,Hayate no Gotoku! Nightmare Paradise,Adventure,Konami Digital Entertainment
14576,NBA 08,Sports,Sony Computer Entertainment
14577,Secret Files 2: Puritas Cordis,Adventure,Deep Silver
14578,Nanashi no Game Me,Action,Square Enix
14579,Heroes of Hellas 2: Olympia,Puzzle,Unknown
14580,Young Justice: Legacy,Action,Namco Bandai Games
14581,Syberia,Action,Microids
14582,Bladestorm: Nightmare,Action,Tecmo Koei
14583,NatGeo Challenge! Wild Life,Misc,Black Bean Games
14584,Higurashi no Naku Koro ni Iki,Action,Kaga Create
14585,HappinessCharge PreCure! Kawarun Collection,Misc,Namco Bandai Games
14586,Battle vs. Chess,Misc,TopWare Interactive
14587,Dream Pinball 3D,Misc,SouthPeak Games
14588,DICE: DNA Integrated Cybernetic Enterprises,Shooter,Namco Bandai Games
14589,Battlefield 1942: The WW II Anthology,Shooter,Electronic Arts
14590,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,Action,Namco Bandai Games
14591,Megpoid the Music#,Misc,Asgard
14592,Game of Thrones (Telltale),Adventure,Telltale Games
14593,Wallace & Gromit in Project Zoo,Platform,BAM! Entertainment
14594,Rugby League Live,Sports,Home Entertainment Suppliers
14595,Grid Runner,Action,Virgin Interactive
14596,Saihai no Yukue,Strategy,Tecmo Koei
14597,Metal Dungeon,Role-Playing,Xicat Interactive
14598,Drome Racers,Racing,Electronic Arts
14599,Guitar Freaks V & DrumMania V,Simulation,Konami Digital Entertainment
14600,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,Adventure,Level 5
14601,Driver: Parallel Lines,Racing,Ubisoft
14602,Doom,Shooter,id Software
14603,Gekido Advance: Kintaro's Revenge,Action,Zoo Digital Publishing
14604,OZMAFIA!! -vivace-,Adventure,dramatic create
14605,Girls Only,Simulation,Foreign Media Games
14606,Future Tactics: The Uprising,Strategy,JoWood Productions
14607,Power Poke Dash,Sports,Konami Digital Entertainment
14608,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,Misc,D3Publisher
14609,Detective Opera: Milky Holmes 2,Adventure,BushiRoad
14610,Turn It Around,Action,505 Games
14611,Blaze Union: Story to Reach the Future,Role-Playing,Sting
14612,Attack on Titan (KOEI),Action,Tecmo Koei
14613,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,Role-Playing,Rocket Company
14614,Race Driver 2006,Racing,Codemasters
14615,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,Adventure,Alchemist
14616,Buffy the Vampire Slayer: Wrath of the Darkhul King,Action,THQ
14617,My Hero Academia: Battle for All,Action,Namco Bandai Games
14618,Nisekoi: Yomeiri!?,Adventure,Konami Digital Entertainment
14619,New Tokyo Legacy: Operation Babel,Role-Playing,5pb
14620,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,Misc,Unknown
14621,Rugby League Live 3,Action,Tru Blu Entertainment
14622,Triple Pack: Xbox Live Arcade Compilation,Misc,Microsoft Game Studios
14623,101-in-1 Sports Party Megamix,Sports,Nordcurrent
14624,Roadsters,Racing,Titus
14625,The Croods: Prehistoric Party!,Misc,D3Publisher
14626,Exist Archive: The Other Side of the Sky,Role-Playing,Aksys Games
14627,DeathSmiles II,Shooter,Cave
14628,Romance of the Three Kingdoms II,Strategy,Tecmo Koei
14629,Calcio Bit,Sports,Nintendo
14630,Monsters vs. Aliens,Action,Activision
14631,Whiteout,Racing,Konami Digital Entertainment
14632,Hyakumanton no Bara Bara,Strategy,Sony Computer Entertainment
14633,Galaxy Angel II: Zettairyouiki no Tobira,Strategy,Broccoli
14634,The Great Mystery Hidden Object Package 5,Adventure,Rondomedia
14635,1000 Cooking Recipes from ELLE à table,Misc,Nintendo
14636,Hajime no Ippo: The Fighting,Fighting,ESP
14637,Merv Griffin's Crosswords,Puzzle,ValuSoft
14638,Stellaris,Strategy,Paradox Interactive
14639,Spectral Souls: Resurrection of the Ethereal Empires,Role-Playing,Idea Factory
14640,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,Adventure,Idea Factory
14641,Syberia II,Adventure,Ubisoft
14642,PopCap Hits! Vol 2,Misc,Mastertronic
14643,Ao no Kanata no Four Rhythm,Adventure,Unknown
14644,Motor Trend presents Lotus Challenge,Racing,Xicat Interactive
14645,Mystery Trackers: The Void,Puzzle,Focus Home Interactive
14646,Trine 2,Platform,Atlus
14647,Bleach DS 4th: Flame Bringer,Action,Sega
14648,Pacific Liberator,Action,Zoo Games
14649,Botanicula,Adventure,Daedalic Entertainment
14650,Parfait,Adventure,TGL
14651,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,Adventure,Level 5
14652,The King of Fighters Portable '94~'98: Chapter of Orochi,Fighting,SNK Playmore
14653,Puzzle Challenge: Crosswords and More!,Puzzle,Crave Entertainment
14654,Nisenochigiri: Omoide no Saki e,Adventure,Idea Factory
14655,Rugby League Live,Sports,Home Entertainment Suppliers
14656,Age of Conan: Rise of the Godslayer,Role-Playing,Funcom
14657,Totally Spies! Totally Party,Misc,Ubisoft
14658,Battlefield Vietnam,Shooter,Electronic Arts
14659,In Cold Blood,Adventure,Sony Computer Entertainment
14660,Mega Minis Volume 2,Misc,Sony Computer Entertainment
14661,Kamigami no Asobi,Adventure,Broccoli
14662,Fireblade,Action,Midway Games
14663,Kong: King of Atlantis,Action,THQ
14664,Kidou Senshi V Gundam,Action,Namco Bandai Games
14665,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,Action,Konami Digital Entertainment
14666,The Settlers II 10th Anniversary,Action,Ubisoft
14667,Wrestle Angels: Survivor 2,Fighting,Tryfirst
14668,Onechanbara Z Kagura,Action,D3Publisher
14669,Ride,Racing,Milestone S.r.l.
14670,The King of Fighters 02/03,Fighting,SNK Playmore
14671,ESPN Winter X Games: Snowboarding 2002,Sports,Konami Digital Entertainment
14672,Betty Boop's Double Shift,Puzzle,Zoo Digital Publishing
14673,Warhammer: Mark of Chaos,Strategy,Deep Silver
14674,Tsuku Monogatari,Adventure,FuRyu
14675,Vitamin Z,Adventure,D3Publisher
14676,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,Adventure,Alchemist
14677,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,Adventure,Yeti
14678,Harukanaru Toki no Naka de 5: Kazahanaki,Role-Playing,Ackkstudios
14679,Tom and Jerry in War of the Whiskers,Fighting,Unknown
14680,Nobunaga no Yabou DS 2,Strategy,Tecmo Koei
14681,The IdolM@ster: Gravure For You! Vol. 6,Action,Namco Bandai Games
14682,Schlag den Raab,Misc,Namco Bandai Games
14683,Ghostbusters (2016),Action,Activision
14684,Secrets of the Titanic,Action,Avanquest Software
14685,Metal Saga: Hagane no Kisetsu,Role-Playing,Success
14686,Animaniacs: The Great Edgar Hunt,Platform,Ignition Entertainment
14687,Safari Adventures: Africa,Adventure,Neko Entertainment
14688,Harukanaru Toki no Naka de 6,Action,Tecmo Koei
14689,Dream Club Zero Portable,Simulation,D3Publisher
14690,Samurai Warriors 2,Action,Tecmo Koei
14691,Cossacks: European Wars,Strategy,Strategy First
14692,The Island of Dr. Frankenstein,Adventure,Storm City Games
14693,TV Total Events,Misc,7G//AMES
14694,Battle Arena Toshinden URA,Fighting,Sega
14695,Darius Burst: Chronicle Saviours,Action,Kadokawa Games
14696,Biohazard: Revival Selection,Action,Capcom
14697,Labyrinth Cross Blood: Infinity,Role-Playing,CyberFront
14698,Prince of Persia (2008),Action,Ubisoft
14699,Super Duper Sumos,Action,Unknown
14700,HotBrain,Puzzle,Midway Games
14701,UK Truck Simulator,Simulation,
14702,Gudetama: Hanjuku de Tanomuwa,Action,Rocket Company
14703,MechAssault: Phantom War,Simulation,Majesco Entertainment
14704,Magicka,Role-Playing,Paradox Interactive
14705,Star Trek: The Game,Action,Namco Bandai Games
14706,Moto Racer DS,Racing,Nobilis
14707,The Last Guy,Action,Sony Computer Entertainment
14708,Disney Sports Soccer,Sports,Konami Digital Entertainment
14709,Akane Iro ni Somaru Saka Parallel,Adventure,GN Software
14710,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,Adventure,Alchemist
14711,Monster Hunter Frontier Online: Forward 1,Role-Playing,Capcom
14712,X3: Terran Conflict,Simulation,Deep Silver
14713,Timeshock! Pro Pinball,Misc,Empire Interactive
14714,Max Payne,Shooter,Take-Two Interactive
14715,D1 Professional Drift Grand Prix Series,Racing,Yuke's
14716,Starry ? Sky: In Winter,Misc,Asgard
14717,Little Bears,Simulation,RTL
14718,Rush Hour,Misc,Psygnosis
14719,Pro Cast Sports Fishing,Sports,Capcom
14720,Gintama: Banji Oku Chuubu!,Action,Namco Bandai Games
14721,Aegis of Earth: Protonovus Assault,Action,PQube
14722,Saka Agari Hurricane Portable,Adventure,Alchemist
14723,Negima!? Dream Tactic Yumemiru Otome Princess,Strategy,Konami Digital Entertainment
14724,King Arthur II,Strategy,Paradox Interactive
14725,Max Payne 2: The Fall of Max Payne,Shooter,Take-Two Interactive
14726,Dakar 2: The World's Ultimate Rally,Racing,Acclaim Entertainment
14727,NBA 2K7,Sports,Take-Two Interactive
14728,Auto Modellista,Racing,Capcom
14729,Jewel Match 2,Puzzle,Easy Interactive
14730,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",Misc,Idea Factory
14731,MySims,Simulation,Electronic Arts
14732,Guild Wars: Nightfall,Role-Playing,NCSoft
14733,Greg Hastings' Tournament Paintball Max'd,Shooter,Activision
14734,Dave Mirra Freestyle BMX 3,Sports,Acclaim Entertainment
14735,My Animal Centre,Simulation,Deep Silver
14736,Eco Creatures: Save The Forest,Adventure,Rising Star Games
14737,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,Adventure,Creative Core
14738,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,Action,Namco Bandai Games
14739,Dragon Tamer: Sound Spirit,Role-Playing,Namco Bandai Games
14740,Frogger: Ancient Shadow,Platform,Konami Digital Entertainment
14741,Pro Evolution Soccer 2017,Sports,Konami Digital Entertainment
14742,La Pucelle: Ragnarok,Role-Playing,Nippon Ichi Software
14743,Kiniro no Corda 2 f Encore,Role-Playing,Tecmo Koei
14744,Darius II,Shooter,Taito
14745,Jewel Quest 5: The Sleepless Star,Action,Licensed 4U
14746,RollerCoaster Tycoon 2: Triple Thrill Pack,Strategy,Atari
14747,Bleach: Soul Carnival 2,Fighting,Sony Computer Entertainment
14748,ParaParaParadise,Misc,Konami Digital Entertainment
14749,Tiger & Bunny: On-Air Jack!,Action,Namco Bandai Games
14750,Pro Evolution Soccer 2012,Action,Konami Digital Entertainment
14751,Eureka Seven AO: Jungfrau no Hanabanatachi,Action,Namco Bandai Games
14752,Warship Gunner 2,Simulation,Tecmo Koei
14753,Gotcha Force,Shooter,Capcom
14754,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,Fighting,Banpresto
14755,Star Wars The Clone Wars: Republic Heroes,Action,LucasArts
14756,CID The Dummy,Platform,Oxygen Interactive
14757,Xblaze: Lost Memories,Adventure,Arc System Works
14758,DiRT Rally,Racing,Codemasters
14759,The Perfect Golf,Sports,Seta Corporation
14760,Let's Sing 2016,Action,FuRyu Corporation
14761,Wrestle Kingdom,Fighting,Yuke's
14762,Demon Driver: Time to Burn Rubber!,Racing,Ignition Entertainment
14763,The Golf Club,Sports,Unknown
14764,Bigfoot King of Crush,Racing,Zoo Games
14765,Mojo!,Puzzle,DreamCatcher Interactive
14766,Infinite Stratos 2: Ignition Hearts,Adventure,5pb
14767,Cabela's Big Game Hunter: Pro Hunts,Shooter,Activision
14768,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,Adventure,Konami Digital Entertainment
14769,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,Fighting,Arc System Works
14770,The Sims 2: Bon Voyage,Simulation,Electronic Arts
14771,Buffy the Vampire Slayer: Chaos Bleeds,Action,Vivendi Games
14772,Clannad,Adventure,Prototype
14773,Brothers Conflict: Passion Pink,Action,Idea Factory
14774,Kuryuu Youma Gakuenki Recharge,Adventure,Atlus
14775,My Frogger: Toy Trials,Action,Konami Digital Entertainment
14776,Jet Grind Radio,Action,Sega
14777,Farm Frenzy 3,Strategy,Unknown
14778,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,Action,Russel
14779,3DS Classic Collection,Misc,Sega
14780,Baldur's Gate: Dark Alliance,Role-Playing,"Destination Software, Inc"
14781,GRID Autosport,Racing,Codemasters
14782,The Adventures of Lomax,Platform,Psygnosis
14783,Neverwinter Nights Diamond,Role-Playing,Atari
14784,Divinity II: Flames of Vengeance,Role-Playing,DTP Entertainment
14785,Under the Skin,Action,Capcom
14786,Battlefield 2142,Shooter,Electronic Arts
14787,Kabu Trader Shun,Action,Capcom
14788,Air Conflicts: Secret Wars,Simulation,bitComposer Games
14789,Poy Poy,Action,Konami Digital Entertainment
14790,Hermie Hopperhead: Scrap Panic,Platform,Sony Computer Entertainment
14791,Lost Planet 2,Shooter,Capcom
14792,NHL 07,Sports,Electronic Arts
14793,DrumMania 7th Mix,Simulation,Konami Digital Entertainment
14794,Runabout 3: Neo Age,Racing,BAM! Entertainment
14795,AMNESIA World,Adventure,Idea Factory
14796,Captain Morgane and the Golden Turtle,Adventure,Reef Entertainment
14797,Bully: Scholarship Edition,Action,Take-Two Interactive
14798,My Ballet Studio,Simulation,505 Games
14799,Guild Wars,Role-Playing,NCSoft
14800,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,Adventure,Prototype
14801,Archer Maclean Presents: Pool Paradise,Sports,Ignition Entertainment
14802,Sengoku Efuda Yuugi: Hototogisu Tairan,Strategy,Irem Software Engineering
14803,Battlezone,Shooter,Atari
14804,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,Sports,Marvelous Interactive
14805,Medal of Honor: Vanguard,Shooter,Electronic Arts
14806,Touch Shot! Love Application,Adventure,Compile Heart
14807,Nanotek Warrior,Shooter,Virgin Interactive
14808,Galileo,Adventure,D3Publisher
14809,Cake Mania: Baker's Challenge,Puzzle,Destineer
14810,Captain Tsubasa J: The Way to World Youth,Sports,Namco Bandai Games
14811,Super Monkey Ball Adventure,Platform,Sega
14812,Alien Breed Trilogy,Shooter,Mastertronic
14813,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,Simulation,FuRyu
14814,Sengoku Basara: Sanada Yukimura-Den,Action,Capcom
14815,CID The Dummy,Platform,Oxygen Interactive
14816,Kisuato,Adventure,TGL
14817,Madden NFL 07,Sports,Electronic Arts
14818,Renegade Racers,Racing,Interplay
14819,The Legend of Korra (3DS),Strategy,Activision
14820,AniMates!,Simulation,Lexicon Entertainment
14821,Monster High 13 Wishes,Action,Little Orbit
14822,Franklin the Turtle,Misc,Game Factory
14823,Steins;Gate 0,Adventure,5pb
14824,Catan,Strategy,CDV Software Entertainment
14825,Backyard NFL Football,Sports,Atari
14826,Captain Morgane and the Golden Turtle,Adventure,Reef Entertainment
14827,Gauntlet / Rampart,Misc,Zoo Digital Publishing
14828,Age of Empires III: Gold Edition,Strategy,Microsoft Game Studios
14829,Let's Play Ballerina,Sports,Deep Silver
14830,Disney Planes Fire & Rescue,Action,Disney Interactive Studios
14831,Dream Girl Premier,Misc,Alchemist
14832,River King: Wonderful Journey,Sports,505 Games
14833,Senran Kagura: Bon Appétit!,Misc,Marvelous Entertainment
14834,Ducati Moto,Racing,Vir2L Studios
14835,Justice League Heroes: The Flash,Action,Eidos Interactive
14836,Pop Cutie! Street Fashion Simulation (JP sales),Simulation,Tecmo Koei
14837,The Peanuts Movie: Snoopy's Grand Adventure,Action,Activision
14838,Kawasaki Snowmobiles,Racing,Metro 3D
14839,Dungeon Siege II,Role-Playing,Microsoft Game Studios
14840,Bae Yong-joon to Manabu Kankokugo DS,Misc,D3Publisher
14841,World War II Combat: Road To Berlin,Shooter,Groove Games
14842,Metal Saga,Role-Playing,Success
14843,Imagine: Sweet 16,Simulation,Ubisoft
14844,SWAT 4,Shooter,Vivendi Games
14845,Last Escort 2: Shinya no Amai Toge,Adventure,D3Publisher
14846,Pop'n Music 13 Carnival,Simulation,Konami Digital Entertainment
14847,Magicka Collection,Adventure,Unknown
14848,Bookworm,Puzzle,Unknown
14849,Tokushu Houdoubu,Adventure,Nippon Ichi Software
14850,Terraria,Action,505 Games
14851,My DoItAll,Misc,Tomy Corporation
14852,Legacy of Ys: Books I & II,Role-Playing,Unknown
14853,Shakugan no Shana,Adventure,Media Works
14854,Monster Mayhem: Build and Battle,Simulation,Zushi Games
14855,I Heart Geeks,Puzzle,CDV Software Entertainment
14856,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,Action,Spike
14857,The Lord of the Rings: Conquest,Action,Electronic Arts
14858,The King of Fighters: Maximum Impact - Maniax,Fighting,Unknown
14859,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,Adventure,Idea Factory
14860,Little Busters! Converted Edition,Action,Prototype
14861,Hankou Shashin,Adventure,Imagineer
14862,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,Role-Playing,Idea Factory
14863,Marker Man Adventures,Platform,Majesco Entertainment
14864,Capcom Digital Collection,Action,Capcom
14865,Pro Yakyuu Family Stadium,Sports,Namco Bandai Games
14866,Open Season,Platform,Ubisoft
14867,Monster Hunter Frontier Online: Forward 2,Role-Playing,Capcom
14868,Moyashimon DS,Action,Takara Tomy
14869,A Ressha de Gyoukou 2001,Simulation,ArtDink
14870,Diabolik Lovers: Lunatic Parade,Adventure,Idea Factory
14871,Let's Dance with Mel B,Sports,Black Bean Games
14872,Battlestations: Pacific,Strategy,Eidos Interactive
14873,Neverwinter Nights 2,Role-Playing,Atari
14874,Starry ? Sky: In Autumn,Misc,Asgard
14875,Battlefield 1942,Shooter,Electronic Arts
14876,Back to the Future: The Game,Adventure,Telltale Games
14877,Pitball,Sports,Time Warner Interactive
14878,X-Men Origins: Wolverine - Uncaged Edition,Action,Activision
14879,Combat Wings: The Great Battles of WWII,Simulation,City Interactive
14880,D.C. III: Da Capo III,Adventure,Kadokawa Games
14881,Judge Dredd: Dredd Vs Death,Shooter,BAM! Entertainment
14882,Ocean Commander,Simulation,Valcon Games
14883,Drome Racers,Racing,THQ
14884,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,Adventure,Idea Factory
14885,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,Misc,Namco Bandai Games
14886,Tank Beat,Strategy,Midas Interactive Entertainment
14887,LEGO Pirates of the Caribbean: The Video Game,Action,Disney Interactive Studios
14888,Turbo: Super Stunt Squad,Sports,D3Publisher
14889,Jurassic Park: Operation Genesis,Simulation,Vivendi Games
14890,The Peanuts Movie: Snoopy's Grand Adventure,Action,Activision
14891,Tenkaichi * Sengoku Lovers,Adventure,Rocket Company
14892,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,Misc,Paon Corporation
14893,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,Misc,Sega
14894,Bode Miller Alpine Skiing,Sports,Valcon Games
14895,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,Role-Playing,Marvelous Interactive
14896,R-Type Delta,Shooter,Irem Software Engineering
14897,Angelique: Maren no Rokukishi,Adventure,Idea Factory
14898,Soul Eater: Battle Resonance,Action,Namco Bandai Games
14899,Psycho-Pass: Mandatory Happiness,Adventure,Nippon Ichi Software
14900,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,Misc,D3Publisher
14901,The Great Battle Gaiden 2: Matsuri da Wasshoi,Action,Banpresto
14902,Napoleon Dynamite: The Game,Puzzle,Crave Entertainment
14903,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,Simulation,Broccoli
14904,Rock 'N' Roll Adventures,Platform,Popcorn Arcade
14905,War Gods,Fighting,GT Interactive
14906,Evangelion: Jo,Action,Namco Bandai Games
14907,Doki Oki,Adventure,Banpresto
14908,Gakuen Alice: WakuWaku * Happy Friends,Adventure,Kids Station
14909,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,Adventure,ChunSoft
14910,Konohana 2: Todoke Kanai Requiem,Adventure,Success
14911,Derby Time 2006,Sports,Sony Computer Entertainment
14912,Yuusha Shisu.,Role-Playing,Nippon Ichi Software
14913,Monster Mayhem: Build and Battle,Simulation,Zushi Games
14914,Senjou no Waltz,Adventure,Idea Factory
14915,Chuck E. Cheese's Sports Games,Sports,UFO Interactive
14916,Ghostbusters (2016),Action,Activision
14917,Stronghold 2 Deluxe,Strategy,Take-Two Interactive
14918,MAPLUS: Portable Navi 3,Misc,Edia
14919,DEATH NOTE: L o Tsugu Mono,Adventure,Konami Digital Entertainment
14920,ZooCube,Puzzle,Acclaim Entertainment
14921,Puppet Show 3: Lost Town,Puzzle,Focus Home Interactive
14922,Star Wars: Empire at War - Forces of Corruption,Strategy,LucasArts
14923,Spy Hunter / Super Sprint,Racing,Zoo Digital Publishing
14924,Otometeki Koi Kakumei * Love Revo! Portable,Adventure,Idea Factory
